dictionary_id,dataset_id,file_pattern,file_role,format,object_or_sheet,variable_name_or_pattern,description,data_type,unit_or_scale,allowed_values_or_range,missing_value_convention,spatial_support,temporal_support,source_or_provenance,source_url,generated_by,used_by,notes,verification_status
D0247,FIGURES2_PLOT_DATA,Output/Supplementary/FigureS2_plot_data.csv,generated plotting data,CSV,,city,City name.,character,none,Beijing; Shanghai; HongKong,REACHES and GHCN can be NA when unavailable; annual state fields should be finite,nominal GHCN station coordinate,configured historical display period through 1911,Derived from GHCNv4.xlsx and city assimilation outputs,https://www.ncei.noaa.gov/pub/data/ghcn/v4/,Code/Supplementary/FigureS2.R,exact Figure S2 plotting data,,verified from current scripts
D0248,FIGURES2_PLOT_DATA,Output/Supplementary/FigureS2_plot_data.csv,generated plotting data,CSV,,GHCN,Observed annual GHCN temperature when available.,numeric,degrees Celsius,,REACHES and GHCN can be NA when unavailable; annual state fields should be finite,nominal GHCN station coordinate,configured historical display period through 1911,Derived from GHCNv4.xlsx and city assimilation outputs,https://www.ncei.noaa.gov/pub/data/ghcn/v4/,Code/Supplementary/FigureS2.R,exact Figure S2 plotting data,,verified from current scripts
D0249,SPATIAL_POSTERIOR_MEAN,Output/Intermediate/Assimilation/assimilated_posterior_lme_grid_mean.csv,generated intermediate,CSV,,location_id,Native LME location identifier.,integer,none,,No missing values expected after successful completion,selected native LME grid locations,time-invariant,"Derived from LME, kriged REACHES, and fixed-penalty prior estimation",,Code/Assimilation_grid.R,Code/Supplementary/FigureS5.R,,verified from current scripts
D0250,SPATIAL_POSTERIOR_MEAN,Output/Intermediate/Assimilation/assimilated_posterior_lme_grid_mean.csv,generated intermediate,CSV,,lati,Latitude of native LME location.,numeric,decimal degrees north,,No missing values expected after successful completion,selected native LME grid locations,time-invariant,"Derived from LME, kriged REACHES, and fixed-penalty prior estimation",,Code/Assimilation_grid.R,Code/Supplementary/FigureS5.R,,verified from current scripts
D0251,SPATIAL_POSTERIOR_MEAN,Output/Intermediate/Assimilation/assimilated_posterior_lme_grid_mean.csv,generated intermediate,CSV,,long,Longitude of native LME location.,numeric,decimal degrees east,,No missing values expected after successful completion,selected native LME grid locations,time-invariant,"Derived from LME, kriged REACHES, and fixed-penalty prior estimation",,Code/Assimilation_grid.R,Code/Supplementary/FigureS5.R,,verified from current scripts
D0252,SPATIAL_POSTERIOR_MEAN,Output/Intermediate/Assimilation/assimilated_posterior_lme_grid_mean.csv,generated intermediate,CSV,,figure6_cluster,Figure 6 cluster label.,integer,none,1; 2; 3; 4,No missing values expected after successful completion,selected native LME grid locations,analysis-wide assignment,"Derived from LME, kriged REACHES, and fixed-penalty prior estimation",,Code/Assimilation_grid.R,Code/Supplementary/FigureS5.R,,verified from current scripts
D0253,SPATIAL_POSTERIOR_MEAN,Output/Intermediate/Assimilation/assimilated_posterior_lme_grid_mean.csv,generated intermediate,CSV,,xYYYY,RTS-smoothed posterior temperature mean in calendar year YYYY.,numeric,degrees Celsius,,No missing values expected after successful completion,selected native LME grid locations,"YYYY = 1368,…,1911","Derived from LME, kriged REACHES, and fixed-penalty prior estimation",,Code/Assimilation_grid.R,Code/Supplementary/FigureS5.R,,verified from current scripts
D0254,SPATIAL_POSTERIOR_VARIANCE,Output/Intermediate/Assimilation/assimilated_posterior_lme_grid_variance.csv,generated intermediate,CSV,,location_id,Native LME location identifier.,integer,none,,No missing values expected after successful completion,selected native LME grid locations,time-invariant,"Derived from LME, kriged REACHES, and fixed-penalty prior estimation",,Code/Assimilation_grid.R,Code/Supplementary/FigureS5.R,,verified from current scripts
D0255,SPATIAL_POSTERIOR_VARIANCE,Output/Intermediate/Assimilation/assimilated_posterior_lme_grid_variance.csv,generated intermediate,CSV,,lati,Latitude of native LME location.,numeric,decimal degrees north,,No missing values expected after successful completion,selected native LME grid locations,time-invariant,"Derived from LME, kriged REACHES, and fixed-penalty prior estimation",,Code/Assimilation_grid.R,Code/Supplementary/FigureS5.R,,verified from current scripts
D0256,SPATIAL_POSTERIOR_VARIANCE,Output/Intermediate/Assimilation/assimilated_posterior_lme_grid_variance.csv,generated intermediate,CSV,,long,Longitude of native LME location.,numeric,decimal degrees east,,No missing values expected after successful completion,selected native LME grid locations,time-invariant,"Derived from LME, kriged REACHES, and fixed-penalty prior estimation",,Code/Assimilation_grid.R,Code/Supplementary/FigureS5.R,,verified from current scripts
D0257,SPATIAL_POSTERIOR_VARIANCE,Output/Intermediate/Assimilation/assimilated_posterior_lme_grid_variance.csv,generated intermediate,CSV,,figure6_cluster,Figure 6 cluster label.,integer,none,1; 2; 3; 4,No missing values expected after successful completion,selected native LME grid locations,analysis-wide assignment,"Derived from LME, kriged REACHES, and fixed-penalty prior estimation",,Code/Assimilation_grid.R,Code/Supplementary/FigureS5.R,,verified from current scripts
D0258,SPATIAL_POSTERIOR_VARIANCE,Output/Intermediate/Assimilation/assimilated_posterior_lme_grid_variance.csv,generated intermediate,CSV,,xYYYY,RTS-smoothed posterior temperature variance in calendar year YYYY.,numeric,degrees Celsius squared,,No missing values expected after successful completion,selected native LME grid locations,"YYYY = 1368,…,1911","Derived from LME, kriged REACHES, and fixed-penalty prior estimation",,Code/Assimilation_grid.R,Code/Supplementary/FigureS5.R,,verified from current scripts
D0259,SPATIAL_ASSIMILATION_DIAGNOSTICS,Output/Intermediate/Assimilation/assimilated_posterior_lme_grid_diagnostics.csv,generated diagnostic,CSV,,location_id,Native LME location identifier.,integer,none,,,native LME grid location,1368–1911 / analysis-wide,Derived from spatial assimilation,,Code/Assimilation_grid.R,workflow and model diagnostics,,verified from current scripts
D0260,SPATIAL_ASSIMILATION_DIAGNOSTICS,Output/Intermediate/Assimilation/assimilated_posterior_lme_grid_diagnostics.csv,generated diagnostic,CSV,,long,Longitude.,numeric,decimal degrees east,,,native LME grid location,1368–1911 / analysis-wide,Derived from spatial assimilation,,Code/Assimilation_grid.R,workflow and model diagnostics,,verified from current scripts
D0261,SPATIAL_ASSIMILATION_DIAGNOSTICS,Output/Intermediate/Assimilation/assimilated_posterior_lme_grid_diagnostics.csv,generated diagnostic,CSV,,lati,Latitude.,numeric,decimal degrees north,,,native LME grid location,1368–1911 / analysis-wide,Derived from spatial assimilation,,Code/Assimilation_grid.R,workflow and model diagnostics,,verified from current scripts
D0262,SPATIAL_ASSIMILATION_DIAGNOSTICS,Output/Intermediate/Assimilation/assimilated_posterior_lme_grid_diagnostics.csv,generated diagnostic,CSV,,figure6_cluster,Figure 6 cluster.,integer,none,,,native LME grid location,1368–1911 / analysis-wide,Derived from spatial assimilation,,Code/Assimilation_grid.R,workflow and model diagnostics,,verified from current scripts
D0263,SPATIAL_ASSIMILATION_DIAGNOSTICS,Output/Intermediate/Assimilation/assimilated_posterior_lme_grid_diagnostics.csv,generated diagnostic,CSV,,lambda1,Fixed first penalty.,numeric,none,,,native LME grid location,1368–1911 / analysis-wide,Derived from spatial assimilation,,Code/Assimilation_grid.R,workflow and model diagnostics,,verified from current scripts
D0264,SPATIAL_ASSIMILATION_DIAGNOSTICS,Output/Intermediate/Assimilation/assimilated_posterior_lme_grid_diagnostics.csv,generated diagnostic,CSV,,lambda2,Fixed second penalty.,numeric,none,,,native LME grid location,1368–1911 / analysis-wide,Derived from spatial assimilation,,Code/Assimilation_grid.R,workflow and model diagnostics,,verified from current scripts
D0265,SPATIAL_ASSIMILATION_DIAGNOSTICS,Output/Intermediate/Assimilation/assimilated_posterior_lme_grid_diagnostics.csv,generated diagnostic,CSV,,lambda3,Fixed third penalty.,numeric,none,,,native LME grid location,1368–1911 / analysis-wide,Derived from spatial assimilation,,Code/Assimilation_grid.R,workflow and model diagnostics,,verified from current scripts
D0266,SPATIAL_ASSIMILATION_DIAGNOSTICS,Output/Intermediate/Assimilation/assimilated_posterior_lme_grid_diagnostics.csv,generated diagnostic,CSV,,prior_converged,Prior-fit convergence indicator.,logical,none,,,native LME grid location,1368–1911 / analysis-wide,Derived from spatial assimilation,,Code/Assimilation_grid.R,workflow and model diagnostics,,verified from current scripts
D0267,SPATIAL_ASSIMILATION_DIAGNOSTICS,Output/Intermediate/Assimilation/assimilated_posterior_lme_grid_diagnostics.csv,generated diagnostic,CSV,,prior_iterations,Prior-fit iterations.,integer,iterations,,,native LME grid location,1368–1911 / analysis-wide,Derived from spatial assimilation,,Code/Assimilation_grid.R,workflow and model diagnostics,,verified from current scripts
D0268,SPATIAL_ASSIMILATION_DIAGNOSTICS,Output/Intermediate/Assimilation/assimilated_posterior_lme_grid_diagnostics.csv,generated diagnostic,CSV,,prior_objective,Final prior objective.,numeric,objective scale,,,native LME grid location,1368–1911 / analysis-wide,Derived from spatial assimilation,,Code/Assimilation_grid.R,workflow and model diagnostics,,verified from current scripts
D0269,SPATIAL_ASSIMILATION_DIAGNOSTICS,Output/Intermediate/Assimilation/assimilated_posterior_lme_grid_diagnostics.csv,generated diagnostic,CSV,,number_of_event_years,Number of REACHES event years.,integer,years,,,native LME grid location,1368–1911 / analysis-wide,Derived from spatial assimilation,,Code/Assimilation_grid.R,workflow and model diagnostics,,verified from current scripts
D0270,SPATIAL_ASSIMILATION_DIAGNOSTICS,Output/Intermediate/Assimilation/assimilated_posterior_lme_grid_diagnostics.csv,generated diagnostic,CSV,,number_of_prediction_only_years,Number of prediction-only state years.,integer,years,,,native LME grid location,1368–1911 / analysis-wide,Derived from spatial assimilation,,Code/Assimilation_grid.R,workflow and model diagnostics,,verified from current scripts
D0271,SPATIAL_ASSIMILATION_DIAGNOSTICS,Output/Intermediate/Assimilation/assimilated_posterior_lme_grid_diagnostics.csv,generated diagnostic,CSV,,minimum_reaches_mspe,Minimum REACHES MSPE.,numeric,documentary index squared,,,native LME grid location,1368–1911 / analysis-wide,Derived from spatial assimilation,,Code/Assimilation_grid.R,workflow and model diagnostics,,verified from current scripts
D0272,SPATIAL_ASSIMILATION_DIAGNOSTICS,Output/Intermediate/Assimilation/assimilated_posterior_lme_grid_diagnostics.csv,generated diagnostic,CSV,,maximum_reaches_mspe,Maximum REACHES MSPE.,numeric,documentary index squared,,,native LME grid location,1368–1911 / analysis-wide,Derived from spatial assimilation,,Code/Assimilation_grid.R,workflow and model diagnostics,,verified from current scripts
D0273,SPATIAL_ASSIMILATION_DIAGNOSTICS,Output/Intermediate/Assimilation/assimilated_posterior_lme_grid_diagnostics.csv,generated diagnostic,CSV,,number_of_vhat_values_clipped,Number of implied latent variances clipped.,integer,values,,,native LME grid location,1368–1911 / analysis-wide,Derived from spatial assimilation,,Code/Assimilation_grid.R,workflow and model diagnostics,,verified from current scripts
D0274,SPATIAL_ASSIMILATION_DIAGNOSTICS,Output/Intermediate/Assimilation/assimilated_posterior_lme_grid_diagnostics.csv,generated diagnostic,CSV,,minimum_beta,Minimum measurement slope.,numeric,degrees Celsius per latent unit,,,native LME grid location,1368–1911 / analysis-wide,Derived from spatial assimilation,,Code/Assimilation_grid.R,workflow and model diagnostics,,verified from current scripts
D0275,SPATIAL_ASSIMILATION_DIAGNOSTICS,Output/Intermediate/Assimilation/assimilated_posterior_lme_grid_diagnostics.csv,generated diagnostic,CSV,,median_beta,Median measurement slope.,numeric,degrees Celsius per latent unit,,,native LME grid location,1368–1911 / analysis-wide,Derived from spatial assimilation,,Code/Assimilation_grid.R,workflow and model diagnostics,,verified from current scripts
D0276,SPATIAL_ASSIMILATION_DIAGNOSTICS,Output/Intermediate/Assimilation/assimilated_posterior_lme_grid_diagnostics.csv,generated diagnostic,CSV,,maximum_beta,Maximum measurement slope.,numeric,degrees Celsius per latent unit,,,native LME grid location,1368–1911 / analysis-wide,Derived from spatial assimilation,,Code/Assimilation_grid.R,workflow and model diagnostics,,verified from current scripts
D0277,SPATIAL_ASSIMILATION_DIAGNOSTICS,Output/Intermediate/Assimilation/assimilated_posterior_lme_grid_diagnostics.csv,generated diagnostic,CSV,,number_abs_beta_below_0_01,Number of event years with |beta| < 0.01.,integer,years,,,native LME grid location,1368–1911 / analysis-wide,Derived from spatial assimilation,,Code/Assimilation_grid.R,workflow and model diagnostics,,verified from current scripts
D0278,SPATIAL_ASSIMILATION_DIAGNOSTICS,Output/Intermediate/Assimilation/assimilated_posterior_lme_grid_diagnostics.csv,generated diagnostic,CSV,,minimum_observation_weight,Minimum observation weight.,numeric,proportion,,,native LME grid location,1368–1911 / analysis-wide,Derived from spatial assimilation,,Code/Assimilation_grid.R,workflow and model diagnostics,,verified from current scripts
D0279,SPATIAL_ASSIMILATION_DIAGNOSTICS,Output/Intermediate/Assimilation/assimilated_posterior_lme_grid_diagnostics.csv,generated diagnostic,CSV,,median_observation_weight,Median observation weight.,numeric,proportion,,,native LME grid location,1368–1911 / analysis-wide,Derived from spatial assimilation,,Code/Assimilation_grid.R,workflow and model diagnostics,,verified from current scripts
D0280,SPATIAL_ASSIMILATION_DIAGNOSTICS,Output/Intermediate/Assimilation/assimilated_posterior_lme_grid_diagnostics.csv,generated diagnostic,CSV,,maximum_observation_weight,Maximum observation weight.,numeric,proportion,,,native LME grid location,1368–1911 / analysis-wide,Derived from spatial assimilation,,Code/Assimilation_grid.R,workflow and model diagnostics,,verified from current scripts
D0281,SPATIAL_ASSIMILATION_DIAGNOSTICS,Output/Intermediate/Assimilation/assimilated_posterior_lme_grid_diagnostics.csv,generated diagnostic,CSV,,maximum_filter_identity_error,Maximum filtered-identity discrepancy.,numeric,degrees Celsius,,,native LME grid location,1368–1911 / analysis-wide,Derived from spatial assimilation,,Code/Assimilation_grid.R,workflow and model diagnostics,,verified from current scripts
D0282,SPATIAL_ASSIMILATION_DIAGNOSTICS,Output/Intermediate/Assimilation/assimilated_posterior_lme_grid_diagnostics.csv,generated diagnostic,CSV,,mapping_latent_lower,Lower latent mapping range.,numeric,latent units,,,native LME grid location,1368–1911 / analysis-wide,Derived from spatial assimilation,,Code/Assimilation_grid.R,workflow and model diagnostics,,verified from current scripts
D0283,SPATIAL_ASSIMILATION_DIAGNOSTICS,Output/Intermediate/Assimilation/assimilated_posterior_lme_grid_diagnostics.csv,generated diagnostic,CSV,,mapping_latent_upper,Upper latent mapping range.,numeric,latent units,,,native LME grid location,1368–1911 / analysis-wide,Derived from spatial assimilation,,Code/Assimilation_grid.R,workflow and model diagnostics,,verified from current scripts
D0284,SPATIAL_ASSIMILATION_DIAGNOSTICS,Output/Intermediate/Assimilation/assimilated_posterior_lme_grid_diagnostics.csv,generated diagnostic,CSV,,maximum_absolute_mc_latent_draw,Maximum absolute Monte Carlo latent draw.,numeric,latent units,,,native LME grid location,1368–1911 / analysis-wide,Derived from spatial assimilation,,Code/Assimilation_grid.R,workflow and model diagnostics,,verified from current scripts
D0285,SPATIAL_ASSIMILATION_DIAGNOSTICS,Output/Intermediate/Assimilation/assimilated_posterior_lme_grid_diagnostics.csv,generated diagnostic,CSV,,mc_draw_exceeded_mapping_range,Whether an MC draw exceeded the mapping range.,logical,none,,,native LME grid location,1368–1911 / analysis-wide,Derived from spatial assimilation,,Code/Assimilation_grid.R,workflow and model diagnostics,,verified from current scripts
D0286,SPATIAL_ASSIMILATION_DIAGNOSTICS,Output/Intermediate/Assimilation/assimilated_posterior_lme_grid_diagnostics.csv,generated diagnostic,CSV,,proportion_posterior_below_both_inputs,Event-year proportion below both calibrated REACHES and LME.,numeric,proportion,,,native LME grid location,1368–1911 / analysis-wide,Derived from spatial assimilation,,Code/Assimilation_grid.R,workflow and model diagnostics,,verified from current scripts
D0287,SPATIAL_ASSIMILATION_DIAGNOSTICS,Output/Intermediate/Assimilation/assimilated_posterior_lme_grid_diagnostics.csv,generated diagnostic,CSV,,proportion_posterior_above_both_inputs,Event-year proportion above both calibrated REACHES and LME.,numeric,proportion,,,native LME grid location,1368–1911 / analysis-wide,Derived from spatial assimilation,,Code/Assimilation_grid.R,workflow and model diagnostics,,verified from current scripts
D0288,SPATIAL_ASSIMILATION_DIAGNOSTICS,Output/Intermediate/Assimilation/assimilated_posterior_lme_grid_diagnostics.csv,generated diagnostic,CSV,,mean_posterior_celsius,Mean posterior temperature.,numeric,degrees Celsius,,,native LME grid location,1368–1911 / analysis-wide,Derived from spatial assimilation,,Code/Assimilation_grid.R,workflow and model diagnostics,,verified from current scripts
D0289,SPATIAL_ASSIMILATION_DIAGNOSTICS,Output/Intermediate/Assimilation/assimilated_posterior_lme_grid_diagnostics.csv,generated diagnostic,CSV,,minimum_posterior_variance,Minimum posterior variance.,numeric,degrees Celsius squared,,,native LME grid location,1368–1911 / analysis-wide,Derived from spatial assimilation,,Code/Assimilation_grid.R,workflow and model diagnostics,,verified from current scripts
D0290,SPATIAL_ASSIMILATION_DIAGNOSTICS,Output/Intermediate/Assimilation/assimilated_posterior_lme_grid_diagnostics.csv,generated diagnostic,CSV,,maximum_posterior_variance,Maximum posterior variance.,numeric,degrees Celsius squared,,,native LME grid location,1368–1911 / analysis-wide,Derived from spatial assimilation,,Code/Assimilation_grid.R,workflow and model diagnostics,,verified from current scripts
D0291,SPATIAL_ASSIMILATION_METADATA,Output/Intermediate/Assimilation/assimilated_posterior_lme_grid_metadata.csv,generated metadata,CSV,,location_scope,Configured set of locations processed.,character,none,,NA allowed for cluster_assignment_file when not applicable,spatial assimilation workflow,analysis-wide,Derived from spatial assimilation,,Code/Assimilation_grid.R,workflow documentation,,verified from current scripts
D0292,SPATIAL_ASSIMILATION_METADATA,Output/Intermediate/Assimilation/assimilated_posterior_lme_grid_metadata.csv,generated metadata,CSV,,number_of_locations,Number of processed locations.,integer,locations,,NA allowed for cluster_assignment_file when not applicable,spatial assimilation workflow,analysis-wide,Derived from spatial assimilation,,Code/Assimilation_grid.R,workflow documentation,,verified from current scripts
D0293,SPATIAL_ASSIMILATION_METADATA,Output/Intermediate/Assimilation/assimilated_posterior_lme_grid_metadata.csv,generated metadata,CSV,,number_of_annual_years,Number of annual state years.,integer,years,,NA allowed for cluster_assignment_file when not applicable,spatial assimilation workflow,analysis-wide,Derived from spatial assimilation,,Code/Assimilation_grid.R,workflow documentation,,verified from current scripts
D0294,SPATIAL_ASSIMILATION_METADATA,Output/Intermediate/Assimilation/assimilated_posterior_lme_grid_metadata.csv,generated metadata,CSV,,first_year,First state year.,integer,Common Era year,,NA allowed for cluster_assignment_file when not applicable,spatial assimilation workflow,analysis-wide,Derived from spatial assimilation,,Code/Assimilation_grid.R,workflow documentation,,verified from current scripts
D0295,SPATIAL_ASSIMILATION_METADATA,Output/Intermediate/Assimilation/assimilated_posterior_lme_grid_metadata.csv,generated metadata,CSV,,last_year,Last state year.,integer,Common Era year,,NA allowed for cluster_assignment_file when not applicable,spatial assimilation workflow,analysis-wide,Derived from spatial assimilation,,Code/Assimilation_grid.R,workflow documentation,,verified from current scripts
D0296,SPATIAL_ASSIMILATION_METADATA,Output/Intermediate/Assimilation/assimilated_posterior_lme_grid_metadata.csv,generated metadata,CSV,,number_of_reaches_event_years,Number of REACHES event years.,integer,years,,NA allowed for cluster_assignment_file when not applicable,spatial assimilation workflow,analysis-wide,Derived from spatial assimilation,,Code/Assimilation_grid.R,workflow documentation,,verified from current scripts
D0297,SPATIAL_ASSIMILATION_METADATA,Output/Intermediate/Assimilation/assimilated_posterior_lme_grid_metadata.csv,generated metadata,CSV,,process_variance,Latent REACHES process variance.,numeric,latent index squared,,NA allowed for cluster_assignment_file when not applicable,spatial assimilation workflow,analysis-wide,Derived from spatial assimilation,,Code/Assimilation_grid.R,workflow documentation,,verified from current scripts
D0298,SPATIAL_ASSIMILATION_METADATA,Output/Intermediate/Assimilation/assimilated_posterior_lme_grid_metadata.csv,generated metadata,CSV,,lambda1,Fixed first penalty.,numeric,none,,NA allowed for cluster_assignment_file when not applicable,spatial assimilation workflow,analysis-wide,Derived from spatial assimilation,,Code/Assimilation_grid.R,workflow documentation,,verified from current scripts
D0299,SPATIAL_ASSIMILATION_METADATA,Output/Intermediate/Assimilation/assimilated_posterior_lme_grid_metadata.csv,generated metadata,CSV,,lambda2,Fixed second penalty.,numeric,none,,NA allowed for cluster_assignment_file when not applicable,spatial assimilation workflow,analysis-wide,Derived from spatial assimilation,,Code/Assimilation_grid.R,workflow documentation,,verified from current scripts
D0300,SPATIAL_ASSIMILATION_METADATA,Output/Intermediate/Assimilation/assimilated_posterior_lme_grid_metadata.csv,generated metadata,CSV,,lambda3,Fixed third penalty.,numeric,none,,NA allowed for cluster_assignment_file when not applicable,spatial assimilation workflow,analysis-wide,Derived from spatial assimilation,,Code/Assimilation_grid.R,workflow documentation,,verified from current scripts
D0301,SPATIAL_ASSIMILATION_METADATA,Output/Intermediate/Assimilation/assimilated_posterior_lme_grid_metadata.csv,generated metadata,CSV,,location_specific_cross_validation,Whether location-specific CV was performed.,logical,none,,NA allowed for cluster_assignment_file when not applicable,spatial assimilation workflow,analysis-wide,Derived from spatial assimilation,,Code/Assimilation_grid.R,workflow documentation,,verified from current scripts
D0302,SPATIAL_ASSIMILATION_METADATA,Output/Intermediate/Assimilation/assimilated_posterior_lme_grid_metadata.csv,generated metadata,CSV,,prior_max_iter,Maximum prior-estimation iterations.,integer,iterations,,NA allowed for cluster_assignment_file when not applicable,spatial assimilation workflow,analysis-wide,Derived from spatial assimilation,,Code/Assimilation_grid.R,workflow documentation,,verified from current scripts
D0303,SPATIAL_ASSIMILATION_METADATA,Output/Intermediate/Assimilation/assimilated_posterior_lme_grid_metadata.csv,generated metadata,CSV,,prior_tol,Prior convergence tolerance.,numeric,none,,NA allowed for cluster_assignment_file when not applicable,spatial assimilation workflow,analysis-wide,Derived from spatial assimilation,,Code/Assimilation_grid.R,workflow documentation,,verified from current scripts
D0304,SPATIAL_ASSIMILATION_METADATA,Output/Intermediate/Assimilation/assimilated_posterior_lme_grid_metadata.csv,generated metadata,CSV,,measurement_mc_size,Measurement-model Monte Carlo size.,integer,draws,,NA allowed for cluster_assignment_file when not applicable,spatial assimilation workflow,analysis-wide,Derived from spatial assimilation,,Code/Assimilation_grid.R,workflow documentation,,verified from current scripts
D0305,SPATIAL_ASSIMILATION_METADATA,Output/Intermediate/Assimilation/assimilated_posterior_lme_grid_metadata.csv,generated metadata,CSV,,mapping_grid_size,Latent quantile-mapping grid size.,integer,grid points,,NA allowed for cluster_assignment_file when not applicable,spatial assimilation workflow,analysis-wide,Derived from spatial assimilation,,Code/Assimilation_grid.R,workflow documentation,,verified from current scripts
D0306,SPATIAL_ASSIMILATION_METADATA,Output/Intermediate/Assimilation/assimilated_posterior_lme_grid_metadata.csv,generated metadata,CSV,,lme_cdf_grid_size,LME CDF grid size.,integer,grid points,,NA allowed for cluster_assignment_file when not applicable,spatial assimilation workflow,analysis-wide,Derived from spatial assimilation,,Code/Assimilation_grid.R,workflow documentation,,verified from current scripts
D0307,SPATIAL_ASSIMILATION_METADATA,Output/Intermediate/Assimilation/assimilated_posterior_lme_grid_metadata.csv,generated metadata,CSV,,elapsed_minutes,Elapsed runtime.,numeric,minutes,,NA allowed for cluster_assignment_file when not applicable,spatial assimilation workflow,analysis-wide,Derived from spatial assimilation,,Code/Assimilation_grid.R,workflow documentation,,verified from current scripts
D0308,SPATIAL_ASSIMILATION_METADATA,Output/Intermediate/Assimilation/assimilated_posterior_lme_grid_metadata.csv,generated metadata,CSV,,lme_archive_file,LME archive path used.,character,file path,,NA allowed for cluster_assignment_file when not applicable,spatial assimilation workflow,analysis-wide,Derived from spatial assimilation,,Code/Assimilation_grid.R,workflow documentation,,verified from current scripts
D0309,SPATIAL_ASSIMILATION_METADATA,Output/Intermediate/Assimilation/assimilated_posterior_lme_grid_metadata.csv,generated metadata,CSV,,reaches_mean_file,REACHES mean input path.,character,file path,,NA allowed for cluster_assignment_file when not applicable,spatial assimilation workflow,analysis-wide,Derived from spatial assimilation,,Code/Assimilation_grid.R,workflow documentation,,verified from current scripts
D0310,SPATIAL_ASSIMILATION_METADATA,Output/Intermediate/Assimilation/assimilated_posterior_lme_grid_metadata.csv,generated metadata,CSV,,reaches_variance_file,REACHES variance input path.,character,file path,,NA allowed for cluster_assignment_file when not applicable,spatial assimilation workflow,analysis-wide,Derived from spatial assimilation,,Code/Assimilation_grid.R,workflow documentation,,verified from current scripts
D0311,SPATIAL_ASSIMILATION_METADATA,Output/Intermediate/Assimilation/assimilated_posterior_lme_grid_metadata.csv,generated metadata,CSV,,reaches_metadata_file,REACHES metadata input path.,character,file path,,NA allowed for cluster_assignment_file when not applicable,spatial assimilation workflow,analysis-wide,Derived from spatial assimilation,,Code/Assimilation_grid.R,workflow documentation,,verified from current scripts
D0312,SPATIAL_ASSIMILATION_METADATA,Output/Intermediate/Assimilation/assimilated_posterior_lme_grid_metadata.csv,generated metadata,CSV,,cluster_assignment_file,Cluster-assignment input path when applicable.,character,file path,,NA allowed for cluster_assignment_file when not applicable,spatial assimilation workflow,analysis-wide,Derived from spatial assimilation,,Code/Assimilation_grid.R,workflow documentation,,verified from current scripts
D0313,FIGURES5_PANEL_MANIFEST,Output/Intermediate/FigureS5/FigureS5_panel_files.csv,generated manifest,CSV,,data_product,Data product represented by the panel.,character,none,reaches; lme; posterior,,Figure 6 cluster,analysis-wide,Derived from Figure 6 assignments and three gridded products,,Code/Supplementary/FigureS5.R,supplementary figure verification,,verified from current scripts
D0314,FIGURES5_PANEL_MANIFEST,Output/Intermediate/FigureS5/FigureS5_panel_files.csv,generated manifest,CSV,,cluster,Figure 6 cluster.,integer,none,1; 2; 3; 4,,Figure 6 cluster,analysis-wide,Derived from Figure 6 assignments and three gridded products,,Code/Supplementary/FigureS5.R,supplementary figure verification,,verified from current scripts
D0315,FIGURES5_PANEL_MANIFEST,Output/Intermediate/FigureS5/FigureS5_panel_files.csv,generated manifest,CSV,,number_of_locations,Number of locations included in the panel.,integer,locations,,,Figure 6 cluster,analysis-wide,Derived from Figure 6 assignments and three gridded products,,Code/Supplementary/FigureS5.R,supplementary figure verification,,verified from current scripts
D0316,FIGURES5_PANEL_MANIFEST,Output/Intermediate/FigureS5/FigureS5_panel_files.csv,generated manifest,CSV,,output_file,Path to the generated panel image.,character,file path,,,Figure 6 cluster,analysis-wide,Derived from Figure 6 assignments and three gridded products,,Code/Supplementary/FigureS5.R,supplementary figure verification,,verified from current scripts
D0317,FIGURES5_ASSIGNMENTS,Output/Intermediate/FigureS5/FigureS5_cluster_assignments.csv,generated intermediate,CSV,,location_id,Native LME location identifier when available.,integer,none,,,native LME grid location,analysis-wide,Derived from Figure 6 assignments,,Code/Supplementary/FigureS5.R,supplementary clustering consistency,,verified from current scripts
D0318,FIGURES5_ASSIGNMENTS,Output/Intermediate/FigureS5/FigureS5_cluster_assignments.csv,generated intermediate,CSV,,long,Longitude.,numeric,decimal degrees east,,,native LME grid location,analysis-wide,Derived from Figure 6 assignments,,Code/Supplementary/FigureS5.R,supplementary clustering consistency,,verified from current scripts
D0319,FIGURES5_ASSIGNMENTS,Output/Intermediate/FigureS5/FigureS5_cluster_assignments.csv,generated intermediate,CSV,,lat,Latitude.,numeric,decimal degrees north,,,native LME grid location,analysis-wide,Derived from Figure 6 assignments,,Code/Supplementary/FigureS5.R,supplementary clustering consistency,,verified from current scripts
D0320,FIGURES5_ASSIGNMENTS,Output/Intermediate/FigureS5/FigureS5_cluster_assignments.csv,generated intermediate,CSV,,original_mclust_component,Original mclust component label.,integer,none,,,native LME grid location,analysis-wide,Derived from Figure 6 assignments,,Code/Supplementary/FigureS5.R,supplementary clustering consistency,,verified from current scripts
D0321,FIGURES5_ASSIGNMENTS,Output/Intermediate/FigureS5/FigureS5_cluster_assignments.csv,generated intermediate,CSV,,cluster,Cluster label used in Figure S5.,integer,none,1; 2; 3; 4,,native LME grid location,analysis-wide,Derived from Figure 6 assignments,,Code/Supplementary/FigureS5.R,supplementary clustering consistency,,verified from current scripts
